sampleId,locality,lat,long,city,province,country,sampleId_orig,continent,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads,SimCont.Norm,pcrdup,pNpS,private,Cov,Miss,Recommendation,collapsedSamples,N,cluster1.0,cluster2.0_k4,cluster2.0_k5,cluster2.0_k8,fruit_type_curated,internal_sample_name,SRA_accession,Reference,newName
ES_Ler_Gim_1_2015-10-22,ES_Ler_Gim,41.656416,0.388472,Gimenells,Lerida,Spain,ES_Gim_15_31,Europe,22,22,10,10,2015,295,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maria_Pilar_Garcia-Guerreiro,SRR8439168,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00845750698130712,0.123255,0.368490475664124,4.16890977912236,44.5799304811892,0.0084129126440229,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2016-08-25,ES_Ler_Gim,41.656416,0.388472,Gimenells,Lerida,Spain,ES_Gim_16_33,Europe,25,25,8,8,2016,238,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Pilar_GARCIA_GUERREIRO,SRR8494470,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.701468216228031,0.179768,0.311217352538777,4.35264551866897,20.9707097371267,0.0445420895568746,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2016-10-21,ES_Ler_Gim,41.656416,0.388472,Gimenells,Lerida,Spain,ES_Gim_16_34,Europe,21,21,10,10,2016,295,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Dorcas_Orengo;_Eva_Puerma,SRR8494472,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00860148375018757,0.156582,0.355073309977942,4.41617434745709,53.6718445750859,0.0366974792322143,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FI_Nor_Ves_1_2014-07-26,FI_Nor_Ves,62.821467,26.34051,Vesanto,Northern_Savonia,Finland,FI_Ves_14_38,Europe,26,26,7,7,2014,207,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,33,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647773,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00869627924924557,0.082586,0.437700774673452,4.71221181984623,58.0222661418061,0.0477310857486182,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Nor_Ves_1_2016-07-29,FI_Nor_Ves,62.821467,26.34051,Vesanto,Northern_Savonia,Finland,FI_Ves_16_7,Europe,29,29,7,7,2016,211,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494442,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00865757602823338,0.191351,0.375969915709898,4.45288995117649,73.5294227033238,0.0369750786572147,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2014-07-25,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_14_36,Europe,25,25,7,7,2014,206,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647775,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00962294934836764,0.067863,0.497737965297904,4.83958487947487,36.1287503617873,0.0274605039594317,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2014-08-27,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_14_37,Europe,27,27,8,8,2014,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647774,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00859003197167648,0.067067,0.409905020352782,4.61292153802177,41.1356961546908,0.0497703738322746,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2015-07-21,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_15_35,Europe,21,21,7,7,2015,202,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439161,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00884977476940052,0.145354,0.384737667045514,3.94031722157422,52.7920167851608,0.00700307640341797,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2015-10-01,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_15_34,Europe,1,1,10,10,2015,274,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439162,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00841281471676213,0.126069,0.386732707782587,3.98394185898389,63.9096156589332,0.00654542560311144,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2016-07-24,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_16_5,Europe,24,24,7,7,2016,206,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494445,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00830703776964454,0.150359,0.360504224111468,4.26342301086739,55.6405884963491,0.0398563859757935,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2016-09-17,FI_Pir_Aka,61.1,23.52,Akaa,Pirkanmaa,Finland,FI_Aka_16_6,Europe,17,17,9,9,2016,261,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494443,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00870047423974008,0.180262,0.370841925939209,4.38273726576133,68.5884429037368,0.0412982529192831,Pass,NA,NA,2,3,2,7,NA,NA,NA,NA,NA
FR_Dro_Got_1_2014-07-08,FR_Dro_Got,44.976813,4.930005,Gotheron,Drome,France,FR_Got_14_08,Europe,8,8,7,7,2014,189,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Cristina_Vieira,SRR5647753,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00911226416635435,0.050788,2.16059003081315,6.07407663290074,82.5927419870721,0.0516674650076704,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-05-21,FR_Dro_Got,44.977,4.93,Gotheron,Drome,France,FR_Got_15_47,Europe,21,21,5,5,2015,141,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439122,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0388848562154575,0.177953,0.383165940805262,3.98636859357027,57.7205048318728,0.0080537805207707,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-09-09,FR_Dro_Got,44.977,4.93,Gotheron,Drome,France,FR_Got_15_48,Europe,9,9,9,9,2015,252,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439123,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.161508043695027,0.217171,0.333802354828127,4.2672421488256,46.8297349055258,0.0202720377302267,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-10-13,FR_Dro_Got,44.977,4.93,Gotheron,Drome,France,FR_Got_15_49,Europe,13,13,10,10,2015,286,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439126,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0080311428990411,0.153657,0.357698187555694,4.04064189154454,48.5721662351706,0.0162419929309209,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Dro_Got_1_2016-06-13,FR_Dro_Got,44.976813,4.930005,Gotheron,Drome,France,FR_Got_16_8,Europe,13,13,6,6,2016,165,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8494447,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00886019674883623,0.144654,0.359085195530726,4.35046123559764,60.1408214868924,0.0397666029449805,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2014-08-18,FR_Ess_Vil,48.7543324,2.1584108,Viltain,Essonne,France,FR_Vil_14_05,Europe,18,18,8,8,2014,230,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Catherine_Montchamp-Moreau,SRR5647755,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00948098032027878,0.046553,1.68673203700626,5.86400351437936,52.5730538534207,0.0336788281421756,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2014-10-27,FR_Ess_Vil,48.7543324,2.1584108,Viltain,Essonne,France,FR_Vil_14_07,Europe,27,27,10,10,2014,300,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Catherine_Montchamp-Moreau,SRR5647729,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0677606729225809,0.047848,1.56440039490158,5.85634637370507,56.3970077517482,0.048624062919948,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2015-08-10,FR_Ess_Vil,48.754,2.158,Viltain,Essonne,France,FR_Vil_15_40,Europe,10,10,8,8,2015,222,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8439165,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00902124989924542,0.137517,0.389442295178095,4.22814360759774,68.6240926604684,0.00733794284266664,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2015-10-14,FR_Ess_Vil,48.754,2.158,Viltain,Essonne,France,FR_Vil_15_41,Europe,14,14,10,10,2015,287,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8439120,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00820574998996548,0.11791,0.385609600445986,4.14519640611418,67.4592117122175,0.00598731487103032,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2016-08-12,FR_Ess_Vil,48.7543324,2.1584108,Viltain,Essonne,France,FR_Vil_16_9,Europe,12,12,8,8,2016,225,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Catherine_Montchamp-Moreau,SRR8494435,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00832683748113281,0.173386,0.364402986983096,4.39072320444882,65.847568743062,0.039935006791965,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
FR_Gua_Des_1_2015-12-16,FR_Gua_Des,16.32,-61.78,Deshaies,Guadeloupe,Guadeloupe,GS_Des_15_1,North_America,16,16,12,12,2015,350,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439114,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00928081843554275,0.121927,0.373871440697585,4.68049868318989,59.7494601619122,0.0111015504316137,Pass,NA,NA,5,4,5,5,NA,NA,NA,NA,NA
FR_Gua_Sai_1_2015-12-23,FR_Gua_Sai,16.25,-61.28,Saint Francois,Guadeloupe,Guadeloupe,GS_Sai_15_2,North_America,23,23,12,12,2015,357,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439112,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.009068959850787,0.158683,0.369217107753224,4.61522386813183,49.7311873649047,0.0120954728483982,Pass,NA,NA,5,4,5,5,NA,NA,NA,NA,NA
GB_Edi_Sou_1_2014-07-14,GB_Edi_Sou,55.972871,-3.351475,South Queensferry,Edinburgh,United Kingdom,UK_Sou_14_10,Europe,14,14,7,7,2014,195,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Darren_J._Obbard,SRR5647757,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00957396012729337,0.045412,0.958802250803859,5.49196788190356,46.5362922399565,0.0549069338221413,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB_Fif_Dai_1_2015-08-19,GB_Fif_Dai,56.344534,-2.952766,Dairsie,Fife,United Kingdom,UK_Dai_15_52,Europe,19,19,8,8,2015,231,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mike_Ritchie,SRR8439142,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00796261880479325,0.175665,0.358508271931044,3.96194288314139,72.9655314653211,0.0105347040532913,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_Fif_Dai_1_2016-08-06,GB_Fif_Dai,56.3447,-2.9525,Dairsie,Fife,United Kingdom,UK_Dai_16_23,Europe,6,6,8,8,2016,219,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Mike_Ritchie,SRR8494478,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00852025742681819,0.177404,0.362297905815972,4.35604498868723,67.493096766751,0.0492307050200362,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_Lei_Lut_1_2014-10-20,GB_Lei_Lut,52.433592,-1.102667,Lutterworth,Leicestershire,United Kingdom,UK_Lut_14_13,Europe,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Eran_Tauber,SRR5647759,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00762695461070809,0.047407,0.361093241056132,4.17995372963155,66.4876945815651,0.0415331447404373,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_Lei_Mar_1_2014-10-20,GB_Lei_Mar,52.475769,-0.921517,Market Harborough,Leicestershire,United Kingdom,UK_Mar_14_12,Europe,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Eran_Tauber,SRR5647760,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00759376533387961,0.056405,0.356538799810568,4.13770216714696,80.8335109223629,0.0485333092617748,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_Nor_Mar_1_2015-07-07,GB_Nor_Mar,52.4608,-0.959,Market Harborough,Northamptonshire,United Kingdom,UK_Mar_15_42,Europe,7,7,7,7,2015,188,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,mirko_pegoraro,SRR8439121,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0087750399014434,0.125144,0.383613859906126,4.06209289263017,66.1016888536637,0.00802369107260632,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_Nor_Mar_1_2016-10-23,GB_Nor_Mar,52.46,-0.959,Market Harborough,Northamptonshire,United Kingdom,UK_Mar_16_53,Europe,23,23,10,10,2016,297,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Eran_Tauber,SRR8494432,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00828804053620701,0.200116,0.374040180257295,4.42829681398288,78.7204417780063,0.0466813522586256,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
GB_She_She_1_2014-08-25,GB_She_She,53.39052,-1.520599,Sheffield,Sheffield,United Kingdom,UK_She_14_09,Europe,25,25,8,8,2014,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Damiano_Porcelli,SRR5647752,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00921510386819569,0.046105,2.12371530611714,6.03629666077011,76.7435692760325,0.0558013669345113,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB_She_She_1_2015-10-04,GB_She_She,53.391,-1.521,Sheffield,Sheffield,United Kingdom,UK_She_15_17,Europe,4,4,10,10,2015,277,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Damiano_Porcelli,SRR8439153,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00826755282172251,0.272967,0.350587211831231,4.16154767312573,79.3309398038809,0.0335749710146405,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
HU_Sze_Sze_1_2016-08-28,HU_Sze_Sze,46.25,20.13,Szeged,Szeged,Hungary,HU_Sze_16_14,Europe,28,28,8,8,2016,241,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,L������szl������_Sipos,SRR8494453,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.036320645938653,0.147898,0.346135962743463,4.1414811292708,50.8962270153659,0.0389643794318239,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
IT_Tre_Mez_1_2015-09-29,IT_Tre_Mez,46.212856,11.08755,Mezzolombardo,Trento,Italy,IT_Mez_15_43,Europe,29,29,9,9,2015,272,TRUE,fall,BR-1,TR-1,NA,Mezzocorona,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,omar_rota-stabelli,SRR8439118,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.317682175258699,0.129062,0.351383812010444,4.32257072423128,43.0689288062452,0.00942333572592978,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT_Tre_Mez_1_2015-10-10,IT_Tre_Mez,46.217939,11.123423,Mezzocorona,Trento,Italy,IT_Mez_15_44,Europe,10,10,10,10,2015,283,TRUE,fall,BR-1,TR-1,NA,Mezzolombardo,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,omar_rota-stabelli,SRR8439119,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.621175687013725,0.114504,0.3284032598853,4.29256617096401,26.6432278821742,0.0101765425573993,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT_Tre_Mez_1_2016-08-24,IT_Tre_Mez,46.2,11.13333,Mezzocorona,Trento,Italy,IT_Tre_16_15,Europe,24,24,8,8,2016,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Omar_Rota_Stabelli_-_Gabriella_Tait,SRR8494456,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.412937000795809,0.149144,0.339387821213057,4.49862754198525,37.4162666363669,0.0347033253208045,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL_Pom_Gda_1_2016-08-01,PL_Pom_Gda,54.35,18.64,Gdansk,Pomeranian,Poland,PO_Gda_16_16,Europe,1,1,8,8,2016,214,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8494455,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00832655285116247,0.163624,0.353910279053338,4.28807028264325,67.1414499542046,0.043051691245378,Pass,NA,NA,3,2,1,7,NA,NA,NA,NA,NA
PL_War_Brz_1_2015-09-28,PL_War_Brz,54.27342,19.620169,Brzezina,Warmian-Masurian,Poland,PO_Brz_15_12,Europe,28,28,9,9,2015,271,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8439154,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0087204887909364,0.133784,0.379008369916908,4.06911285138712,66.8994273944145,0.00853229980932026,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
PL_War_Brz_1_2016-08-08,PL_War_Brz,54.27342,19.620169,Brzezina,Warmian-Masurian,Poland,PO_Brz_16_17,Europe,8,8,8,8,2016,221,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8494458,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00819560337619707,0.173985,0.364474906750333,4.33535759014918,72.4859979413079,0.0466721312987043,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
PT_Por_Rec_1_2014-09-26,PT_Por_Rec,41.15,-8.41,Recarei,Porto,Portugal,PT_Rec_14_33,Europe,26,26,9,9,2014,269,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Jorge_Vieira,SRR5647770,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.029681114743031,0.061052,0.428016413172768,4.74842062246757,48.1914075896749,0.0603822427606972,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
PT_Por_Rec_1_2015-09-01,PT_Por_Rec,41.15,-8.41,Recarei,Porto,Portugal,PT_Rec_15_16,Europe,1,1,9,9,2015,244,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jorge_Vieira,SRR8439150,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.639831413745022,0.117277,0.310340399232677,4.36666572068616,25.9516859388529,0.0785038555745313,High Contamination,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PT_Por_Rec_1_2016-10-01,PT_Por_Rec,41.15,-8.41,Recarei,Porto,Portugal,PT_Rec_16_18,Europe,1,1,10,10,2016,275,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jorge_Vieira,SRR8494457,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.134899474488161,0.172283,0.375471630313702,4.66398345460827,81.4042431119749,0.0458456421015441,Pass,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
RS_Sre_Sla_1_2016-06-18,RS_Sre_Sla,45.15,20.18,Slankamen,Sremski,Serbia,RS_Sla_16_30,Europe,18,18,6,6,2016,170,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Marija_T),SRR8494473,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00807817636282949,0.165953,0.351486825171036,4.13481437032046,59.0755214474374,0.034789225842177,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
RS_Sre_Sla_1_2016-09-09,RS_Sre_Sla,45.15,20.18,Slankamen,Sremski,Serbia,RS_Sla_16_31,Europe,9,9,9,9,2016,253,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Marija_T),SRR8494474,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00828336861630437,0.169006,0.351797891422646,4.1751927883866,58.6758621140988,0.0359466989691452,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
RS_Zaj_Kal_1_2016-06-30,RS_Zaj_Kal,43.4,22.42,Kalna,Zajecarski,Serbia,RS_Kal_16_28,Europe,30,30,6,6,2016,182,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic,SRR8494479,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00802729170388368,0.176476,0.358009754622103,4.28497185464787,62.9239088900754,0.0410905386642129,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
RS_Zaj_Kal_1_2016-09-13,RS_Zaj_Kal,43.4,22.42,Kalna,Zajecarski,Serbia,RS_Kal_16_29,Europe,13,13,9,9,2016,257,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Sonja),SRR8494471,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00869352635277013,0.187529,0.368822608908856,4.38548115016924,74.8667402562267,0.036709126760536,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2014-06-20,RU_Cri_Yal,44.5015,34.16611944,Yalta,Crimea,Ukraine,UA_Yal_14_16,Europe,20,20,6,6,2014,171,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Iryna_Kozeretska,SRR5647764,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00754771841193605,0.046785,0.35585383404222,3.98511197953935,71.4202706377482,0.0487672304555688,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2014-08-27,RU_Cri_Yal,44.5015,34.16611944,Yalta,Crimea,Ukraine,UA_Yal_14_18,Europe,27,27,8,8,2014,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Iryna_Kozeretska,SRR5647763,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00766947557622036,0.051921,0.356623931623932,3.96288998739179,62.21181814984,0.0342306297964158,Pass,NA,NA,3,2,1,8,NA,NA,NA,NA,NA
